region	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster
chr17:48432133-48433799	5.94E-25	0.506452981	0.124	0.058	1.64E-19	A16
chr12:7776184-7778507	6.81E-25	0.536318496	0.113	0.05	1.88E-19	A16
chr15:97407356-97409026	7.25E-25	0.528611176	0.111	0.049	2.00E-19	A16
chr6:91164801-91166951	1.20E-24	0.561946022	0.107	0.047	3.31E-19	A16
chr3:102111848-102113202	1.31E-24	0.504875471	0.129	0.062	3.60E-19	A16
chr7:49252053-49254317	1.38E-24	0.582626711	0.105	0.046	3.81E-19	A16
chr6:83411622-83414941	1.57E-24	0.545197314	0.107	0.047	4.34E-19	A16
chr13:99366299-99368417	1.83E-24	0.55416621	0.105	0.046	5.04E-19	A16
chr12:104912158-104916073	3.89E-24	0.541154115	0.113	0.052	1.07E-18	A16
chr5:125232145-125233703	3.96E-24	0.545235284	0.113	0.051	1.09E-18	A16
chr15:99138798-99140712	3.97E-24	0.506056399	0.123	0.058	1.09E-18	A16
chr8:93895459-93898048	5.50E-24	0.553296158	0.105	0.047	1.51E-18	A16
chr5:120673409-120675886	8.35E-24	0.539946097	0.113	0.052	2.30E-18	A16
chr4:46052604-46056010	1.38E-23	0.506809029	0.109	0.049	3.80E-18	A16
chr6:115760763-115761522	1.54E-23	0.563432555	0.105	0.047	4.25E-18	A16
chr9:83588633-83590417	1.66E-23	0.536365939	0.104	0.046	4.57E-18	A16
chr9:106409885-106414640	2.12E-23	0.503267042	0.112	0.051	5.83E-18	A16
chr9:110051956-110053959	2.60E-23	0.542031968	0.107	0.048	7.16E-18	A16
chr2:167670643-167673117	2.62E-23	0.545488487	0.106	0.048	7.23E-18	A16
chr2:31959268-31963943	3.17E-23	0.541427279	0.106	0.048	8.74E-18	A16
chr6:90318389-90320994	3.23E-23	0.502420692	0.106	0.047	8.90E-18	A16
chr9:119939624-119942589	3.46E-23	0.560524985	0.105	0.047	9.53E-18	A16
chr5:144344072-144345481	5.18E-23	0.540757833	0.105	0.047	1.43E-17	A16
chr17:26040537-26041993	9.58E-23	0.532793467	0.103	0.046	2.64E-17	A16
chr15:37719434-37720953	2.44E-22	0.513655684	0.103	0.046	6.73E-17	A16
chr12:85792275-85793867	3.22E-22	0.502188474	0.101	0.045	8.87E-17	A16
chr11:79662929-79664731	4.03E-22	0.519664929	0.113	0.054	1.11E-16	A16
chr2:160739135-160741393	1.25E-21	0.511330432	0.112	0.053	3.45E-16	A16
chr10:76633729-76635419	5.70E-21	0.514540037	0.115	0.056	1.57E-15	A16
chr12:103375836-103377554	6.49E-21	0.514895965	0.111	0.053	1.79E-15	A16
chr3:141981381-141982507	8.32E-21	0.504972918	0.103	0.048	2.29E-15	A16
chr6:136925011-136926202	1.08E-20	0.519823839	0.105	0.05	2.97E-15	A16
chr11:69706433-69707458	2.04E-20	0.509807111	0.105	0.05	5.61E-15	A16
chr19:10322274-10324136	3.75E-20	0.527403823	0.101	0.047	1.03E-14	A16
chr17:31730342-31731611	0	1.950286473	0.179	0.011	0	A17
chr2:180392225-180394285	0	1.846373473	0.297	0.022	0	A17
chr17:31923088-31924589	0	1.78122681	0.227	0.019	0	A17
chr4:47593872-47594726	0	1.76584967	0.177	0.015	0	A17
chr8:125434589-125436757	0	1.720095085	0.194	0.018	0	A17
chr17:29152213-29153153	0	1.711397005	0.184	0.017	0	A17
chr6:91784556-91786013	0	1.709316063	0.211	0.02	0	A17
chr15:98114002-98116376	0	1.674403961	0.244	0.023	0	A17
chr6:24597333-24598275	0	1.669110827	0.255	0.024	0	A17
chr2:180361551-180365318	0	1.653703316	0.438	0.043	0	A17
chr11:101130052-101131004	0	1.643447171	0.188	0.019	0	A17
chr1:134159697-134162963	0	1.625153404	0.372	0.038	0	A17
chr16:10335933-10338823	0	1.613215878	0.42	0.044	0	A17
chr16:10350990-10352004	0	1.595677311	0.195	0.021	0	A17
chr14:31207988-31210842	0	1.592297511	0.36	0.039	0	A17
chr11:67105663-67107955	0	1.590987008	0.262	0.029	0	A17
chr11:106354794-106356296	0	1.584279119	0.196	0.021	0	A17
chr6:128258582-128260739	0	1.582202816	0.286	0.031	0	A17
chr8:31120609-31122133	0	1.564790727	0.326	0.036	0	A17
chr2:180384399-180387777	0	1.564074501	0.34	0.039	0	A17
chr1:75531860-75534555	0	1.543435246	0.314	0.036	0	A17
chr5:134417635-134419100	0	1.542163645	0.229	0.026	0	A17
chr2:180397618-180402418	0	1.533528663	0.215	0.025	0	A17
chr11:31660682-31664019	0	1.531939855	0.327	0.038	0	A17
chr8:11663722-11666959	0	1.517856403	0.247	0.029	0	A17
chr8:86797400-86799836	0	1.516797511	0.431	0.052	0	A17
chr1:134275532-134278713	0	1.496967383	0.216	0.026	0	A17
chr2:180365614-180370029	0	1.488374483	0.323	0.04	0	A17
chr11:82910323-82912194	0	1.423665874	0.292	0.04	0	A17
chr2:181548456-181551020	0	1.415747586	0.32	0.044	0	A17
chr8:13187264-13190239	0	1.394296884	0.281	0.04	0	A17
chr15:99940150-99942505	0	1.38090148	0.295	0.043	0	A17
chr17:45910381-45912717	0	1.358931551	0.511	0.077	0	A17
chr8:122634281-122638040	0	1.338179788	0.42	0.066	0	A17
chr4:136753834-136756412	0	1.325997445	0.302	0.047	0	A17
chr8:105294758-105296362	0	1.301483344	0.277	0.044	0	A17
chr6:128236346-128238278	0	1.296901901	0.376	0.061	0	A17
chr8:92349893-92350745	0	1.292113473	0.313	0.05	0	A17
chr11:6036586-6038829	0	1.285885704	0.337	0.055	0	A17
chr7:19409348-19412320	0	1.263647062	0.291	0.049	0	A17
chr6:112458989-112460745	0	1.2397722	0.35	0.063	0	A17
chr4:134041396-134043356	0	1.17533166	0.328	0.061	0	A17
chr8:91907754-91910622	0	1.155981652	0.559	0.11	0	A17
chr1:134289418-134293107	0	1.102781126	0.419	0.086	0	A17
chr11:96905337-96908756	0	1.079590492	0.413	0.087	0	A17
chr2:27054358-27064432	0	1.051301376	0.638	0.146	0	A17
chr2:32063092-32069914	0	1.037901086	0.408	0.094	0	A17
chr11:59134394-59141841	0	1.028282592	0.407	0.095	0	A17
chr7:29123406-29125488	0	1.027664659	0.433	0.099	0	A17
chr8:123890865-123897308	0	1.006515864	0.718	0.174	0	A17
chr13:51878944-51882825	0	0.991463692	0.468	0.115	0	A17
chr15:73115558-73121551	0	0.973239233	0.521	0.131	0	A17
chr1:177642186-177644157	0	0.970202853	0.446	0.11	0	A17
chr8:83976063-83981914	0	0.964095919	0.504	0.132	0	A17
chr15:77012843-77020612	0	0.943820476	0.58	0.152	0	A17
chr8:123882346-123885523	0	0.937674752	0.518	0.14	0	A17
chr17:31745696-31750705	0	0.936352265	0.508	0.136	0	A17
chr17:45811018-45813471	0	0.936331552	0.461	0.119	0	A17
chr1:134192676-134198890	0	0.916741563	0.727	0.197	0	A17
chr14:31211273-31218470	0	0.875784185	0.662	0.192	0	A17
chr9:90181802-90188085	0	0.816387031	0.569	0.179	0	A17
chr1:134243491-134245868	0	0.798588299	0.575	0.18	0	A17
chr15:75752480-75759203	0	0.790963008	0.622	0.199	0	A17
chr8:83746739-83749692	0	0.766999039	0.63	0.209	0	A17
chr2:32054494-32058569	7.02E-308	1.173511631	0.318	0.059	1.94E-302	A17
chr8:83570016-83581937	9.47E-303	0.558062603	0.828	0.371	2.61E-297	A17
chr15:12749040-12750344	9.71E-303	1.49870531	0.208	0.025	2.68E-297	A17
chr18:67373816-67376295	8.21E-299	1.173091098	0.311	0.058	2.26E-293	A17
chr11:114814509-114816380	9.72E-299	0.97315593	0.419	0.103	2.68E-293	A17
chr19:47247358-47251619	4.47E-298	0.910568074	0.462	0.125	1.23E-292	A17
chr1:134199214-134204587	5.97E-297	1.191210121	0.306	0.057	1.65E-291	A17
chr6:67013685-67016632	3.04E-293	1.053993923	0.366	0.081	8.37E-288	A17
chr10:80119742-80121062	5.74E-293	1.298679517	0.259	0.041	1.58E-287	A17
chr16:18603230-18607195	3.89E-292	0.976913728	0.414	0.104	1.07E-286	A17
chr11:88288314-88289692	1.34E-290	1.177242328	0.302	0.056	3.68E-285	A17
chr13:49019958-49020858	8.76E-290	1.524481534	0.191	0.022	2.41E-284	A17
chr1:36529810-36537042	3.56E-289	0.811823607	0.528	0.165	9.80E-284	A17
chr1:63238985-63240094	8.48E-288	1.166713643	0.303	0.057	2.34E-282	A17
chr17:31928075-31932789	3.11E-287	0.708191498	0.625	0.222	8.56E-282	A17
chr15:77020949-77023848	2.45E-285	1.326017618	0.243	0.037	6.74E-280	A17
chr2:27111987-27114199	3.45E-283	1.381655351	0.229	0.033	9.51E-278	A17
chr6:30339841-30341336	5.89E-283	1.507586491	0.197	0.024	1.62E-277	A17
chr15:79207330-79209696	1.97E-282	1.109137575	0.328	0.069	5.42E-277	A17
chr4:136824631-136826778	1.10E-279	1.406747084	0.225	0.032	3.02E-274	A17
chr16:24072913-24074438	4.93E-279	0.944934476	0.412	0.106	1.36E-273	A17
chr8:83363111-83364439	6.93E-279	0.869030717	0.463	0.129	1.91E-273	A17
chr10:41552052-41554549	6.50E-278	0.951715884	0.403	0.102	1.79E-272	A17
chr4:126236584-126239313	1.86E-275	1.06360098	0.345	0.077	5.11E-270	A17
chr18:32390849-32392403	3.12E-275	1.082151237	0.333	0.071	8.59E-270	A17
chr2:76981783-76983180	1.10E-272	1.493573581	0.19	0.023	3.04E-267	A17
chr7:127209969-127211908	8.55E-272	1.363625725	0.217	0.031	2.36E-266	A17
chr6:115694137-115695813	1.24E-271	1.584077826	0.172	0.019	3.43E-266	A17
chr18:76127545-76129053	8.96E-271	1.177341229	0.277	0.05	2.47E-265	A17
chr7:142599310-142601583	2.93E-270	1.176705778	0.283	0.053	8.08E-265	A17
chr6:91589170-91592065	6.25E-269	1.14494072	0.294	0.058	1.72E-263	A17
chr19:3713752-3716119	1.67E-268	1.211852381	0.269	0.048	4.59E-263	A17
chr10:76416675-76417710	2.85E-268	1.708704804	0.147	0.013	7.86E-263	A17
chr4:135768574-135776619	6.80E-267	0.87921818	0.445	0.129	1.87E-261	A17
chr6:112860757-112863210	7.36E-267	0.808955367	0.496	0.157	2.03E-261	A17
chr1:74753381-74755095	2.86E-262	1.631255954	0.158	0.016	7.88E-257	A17
chr19:5934327-5936254	9.62E-259	1.06121698	0.318	0.069	2.65E-253	A17
chr3:123145786-123146420	2.09E-258	2.036094991	0.101	0.005	5.76E-253	A17
chr8:124869659-124870406	6.61E-258	1.959249642	0.111	0.007	1.82E-252	A17
chr8:95400179-95402273	8.49E-258	0.935942513	0.389	0.101	2.34E-252	A17
chr2:174268794-174272466	2.10E-257	1.186146679	0.269	0.05	5.80E-252	A17
chr4:47495834-47499786	4.53E-256	0.74837306	0.533	0.177	1.25E-250	A17
chr15:57717674-57719874	5.58E-256	1.450218974	0.19	0.025	1.54E-250	A17
chr2:102111790-102113948	5.45E-254	1.481459564	0.186	0.024	1.50E-248	A17
chr16:44237781-44239790	4.35E-251	1.042582265	0.319	0.071	1.20E-245	A17
chr4:148911931-148915806	2.42E-249	0.984430349	0.347	0.083	6.66E-244	A17
chr6:84021351-84022451	2.47E-246	1.548140572	0.164	0.019	6.81E-241	A17
chr11:119809341-119812947	3.42E-245	1.181837353	0.258	0.049	9.43E-240	A17
chr2:32051437-32052941	3.75E-245	1.526423618	0.169	0.02	1.03E-239	A17
chr2:114057087-114057850	1.07E-244	1.13369233	0.278	0.056	2.96E-239	A17
chr8:15019369-15021375	1.43E-244	1.328790967	0.214	0.033	3.93E-239	A17
chr17:56261092-56263300	1.94E-243	1.514758686	0.167	0.02	5.34E-238	A17
chr6:90318389-90320994	8.53E-242	1.269212093	0.227	0.038	2.35E-236	A17
chr3:57535507-57536443	1.50E-241	1.097107992	0.287	0.06	4.14E-236	A17
chr1:74734556-74738043	2.22E-241	1.362741232	0.203	0.031	6.12E-236	A17
chr7:142495588-142500990	1.08E-239	0.760053652	0.492	0.163	2.97E-234	A17
chr2:150979637-150980393	7.23E-237	1.756297676	0.128	0.011	1.99E-231	A17
chr10:79944201-79948020	1.91E-235	0.796994323	0.458	0.145	5.27E-230	A17
chr4:47595442-47596444	2.69E-234	1.544992344	0.155	0.018	7.43E-229	A17
chr1:39457565-39458715	1.18E-232	1.578056324	0.146	0.015	3.26E-227	A17
chr11:53524407-53526495	6.94E-232	1.240605198	0.223	0.038	1.91E-226	A17
chr2:32095249-32097272	9.15E-232	0.959036261	0.342	0.085	2.52E-226	A17
chr15:55213402-55214261	1.62E-231	1.55229054	0.15	0.017	4.47E-226	A17
chr4:134596361-134599291	2.65E-231	0.964564379	0.333	0.081	7.30E-226	A17
chr6:127984645-127990871	1.32E-230	0.703341412	0.53	0.19	3.64E-225	A17
chr13:24505268-24507401	5.74E-230	1.273313708	0.212	0.035	1.58E-224	A17
chr8:105820579-105821744	5.74E-229	1.77229522	0.117	0.01	1.58E-223	A17
chr2:156662317-156666928	6.14E-229	1.118410914	0.269	0.056	1.69E-223	A17
chr11:106333882-106334716	1.42E-227	1.344581134	0.188	0.028	3.91E-222	A17
chr6:91136311-91138028	3.98E-227	1.362247969	0.184	0.026	1.10E-221	A17
chr4:154004199-154008262	4.89E-227	1.137999451	0.257	0.051	1.35E-221	A17
chr11:53547499-53548746	4.74E-226	1.508450426	0.153	0.018	1.31E-220	A17
chr2:160603036-160604011	4.86E-225	1.169915163	0.241	0.045	1.34E-219	A17
chr3:97802322-97803244	1.48E-224	1.795087677	0.109	0.008	4.08E-219	A17
chr17:28034211-28043824	3.66E-224	0.803401827	0.437	0.138	1.01E-218	A17
chr10:84772184-84775288	3.81E-224	1.212294579	0.23	0.042	1.05E-218	A17
chr16:32823163-32825206	5.94E-224	1.513037919	0.155	0.019	1.64E-218	A17
chr15:75827339-75829406	1.89E-223	1.134375169	0.254	0.051	5.22E-218	A17
chr8:94988476-94995202	2.62E-223	0.610338436	0.61	0.257	7.22E-218	A17
chr7:64161738-64162669	2.90E-223	1.48464408	0.158	0.02	8.00E-218	A17
chr1:89471096-89473033	2.98E-223	1.133873229	0.247	0.048	8.21E-218	A17
chr4:141749244-141750034	3.35E-223	1.260834606	0.213	0.036	9.24E-218	A17
chr5:53525380-53526213	4.02E-223	1.306006487	0.189	0.028	1.11E-217	A17
chr8:75046067-75046882	5.97E-223	1.454061998	0.168	0.022	1.64E-217	A17
chr12:103352320-103354813	9.89E-223	1.017845953	0.301	0.07	2.73E-217	A17
chr11:61037457-61039301	3.12E-222	1.049267924	0.285	0.063	8.60E-217	A17
chr18:61509851-61510720	3.60E-222	1.665358623	0.126	0.012	9.92E-217	A17
chr1:182054792-182055863	8.82E-222	1.181264108	0.231	0.042	2.43E-216	A17
chr18:80287099-80290033	1.89E-221	0.870014633	0.379	0.107	5.20E-216	A17
chr14:25865208-25867588	2.31E-221	1.002544303	0.306	0.073	6.36E-216	A17
chr8:13208174-13210138	8.38E-221	1.189427239	0.231	0.043	2.31E-215	A17
chr7:81063047-81064442	5.98E-220	1.56128405	0.142	0.016	1.65E-214	A17
chr19:10059773-10068044	1.38E-219	0.704558787	0.509	0.186	3.81E-214	A17
chr19:41605798-41607232	1.71E-217	1.154763833	0.236	0.045	4.70E-212	A17
chr17:47767915-47770589	6.05E-216	0.919891436	0.35	0.096	1.67E-210	A17
chr14:69830225-69832138	6.35E-216	1.270549781	0.203	0.034	1.75E-210	A17
chr4:46115539-46117145	1.37E-214	1.243387206	0.205	0.034	3.76E-209	A17
chr1:177555338-177556432	2.20E-214	0.805377948	0.417	0.13	6.07E-209	A17
chr3:89548610-89550648	1.60E-213	1.000484769	0.29	0.067	4.41E-208	A17
chr15:64141479-64143246	9.12E-213	1.344304372	0.187	0.029	2.51E-207	A17
chr4:117829508-117832524	3.26E-211	0.778543789	0.433	0.141	8.97E-206	A17
chr18:57638401-57639189	4.26E-211	1.418048091	0.164	0.022	1.17E-205	A17
chr3:102084953-102086833	6.31E-211	1.514808624	0.145	0.017	1.74E-205	A17
chr11:32320241-32321948	1.21E-210	0.771217009	0.433	0.141	3.32E-205	A17
chr6:115790823-115793255	1.57E-210	0.735396078	0.464	0.158	4.33E-205	A17
chr12:111142982-111145996	1.58E-210	1.056008625	0.271	0.06	4.35E-205	A17
chr10:81189523-81197962	3.23E-210	0.500356773	0.721	0.351	8.90E-205	A17
chr8:72467663-72470589	3.41E-210	1.205866612	0.213	0.038	9.39E-205	A17
chr7:28556361-28564540	5.88E-210	0.588456904	0.612	0.259	1.62E-204	A17
chr11:87573539-87575015	1.37E-209	1.171321816	0.222	0.041	3.78E-204	A17
chr12:86035902-86038328	2.32E-209	0.931702307	0.321	0.082	6.38E-204	A17
chr5:92920718-92921613	2.88E-209	1.80558852	0.108	0.009	7.95E-204	A17
chr8:95083590-95086236	4.48E-209	1.243468519	0.211	0.038	1.23E-203	A17
chr15:31292257-31293916	1.16E-208	1.307643641	0.186	0.03	3.20E-203	A17
chr9:79966781-79968217	1.77E-206	1.305545474	0.179	0.027	4.86E-201	A17
chr3:38459836-38461374	4.00E-206	1.506948377	0.14	0.016	1.10E-200	A17
chr2:27106231-27111638	4.74E-205	1.079707504	0.258	0.057	1.31E-199	A17
chr5:135497292-135498446	6.18E-205	1.431903729	0.155	0.021	1.70E-199	A17
chr1:132852924-132854974	1.27E-204	1.187350638	0.218	0.041	3.50E-199	A17
chr17:15192581-15196619	1.37E-204	0.649848971	0.531	0.198	3.78E-199	A17
chr1:180185339-180187555	3.04E-204	1.218947933	0.21	0.038	8.37E-199	A17
chr2:113980429-113981415	2.05E-203	0.894366339	0.335	0.091	5.65E-198	A17
chr17:10449056-10451078	5.57E-203	1.439888533	0.153	0.02	1.53E-197	A17
chr1:133825098-133826450	1.13E-202	1.34880582	0.169	0.025	3.12E-197	A17
chr1:180209844-180211523	1.48E-202	1.178783078	0.214	0.04	4.09E-197	A17
chr17:31703074-31704082	6.31E-202	1.448012646	0.148	0.019	1.74E-196	A17
chr1:92876476-92885554	2.14E-200	0.829761042	0.376	0.115	5.89E-195	A17
chr5:136300589-136302481	1.20E-199	1.177366394	0.209	0.038	3.31E-194	A17
chr8:91849463-91850769	3.63E-199	1.221915885	0.205	0.037	9.99E-194	A17
chr3:89433841-89435646	2.31E-198	1.168016968	0.215	0.041	6.36E-193	A17
chr5:30929432-30932492	1.68E-197	0.790508807	0.396	0.125	4.62E-192	A17
chr14:57945416-57946246	6.26E-197	1.513647809	0.137	0.016	1.73E-191	A17
chr17:4497887-4499156	5.21E-196	1.384932535	0.159	0.023	1.44E-190	A17
chr3:55226395-55227764	1.08E-195	0.881494341	0.334	0.093	2.98E-190	A17
chr16:94720553-94723254	1.22E-195	0.890653339	0.33	0.092	3.36E-190	A17
chr5:108708005-108710177	1.97E-195	1.172686645	0.217	0.042	5.42E-190	A17
chr7:46370709-46371672	5.17E-195	1.602580379	0.119	0.012	1.42E-189	A17
chr10:80913549-80917092	6.81E-195	0.632738772	0.532	0.208	1.88E-189	A17
chr4:58713980-58714835	9.63E-194	1.42166574	0.153	0.021	2.65E-188	A17
chr17:29409559-29410951	1.86E-193	0.938092276	0.3	0.078	5.11E-188	A17
chr1:91032266-91033396	6.65E-193	1.6441226	0.115	0.011	1.83E-187	A17
chr4:155462678-155466600	1.27E-192	1.014859209	0.264	0.062	3.49E-187	A17
chr1:156654737-156661426	1.79E-192	0.8694158	0.342	0.1	4.92E-187	A17
chr9:121775418-121781383	5.96E-192	0.556295707	0.611	0.271	1.64E-186	A17
chr7:142438919-142443453	6.44E-192	0.725092296	0.441	0.154	1.78E-186	A17
chr8:124375126-124377097	1.52E-191	1.109024598	0.223	0.045	4.19E-186	A17
chr5:31610329-31611035	3.55E-191	1.483456794	0.138	0.017	9.79E-186	A17
chr4:117946357-117948285	2.03E-190	0.75240273	0.412	0.136	5.59E-185	A17
chr2:30400635-30404210	2.07E-190	0.710425637	0.447	0.156	5.69E-185	A17
chr13:52689996-52691127	4.10E-190	1.02718429	0.259	0.061	1.13E-184	A17
chr4:135729612-135731461	1.58E-189	1.111128488	0.223	0.046	4.34E-184	A17
chr5:131557673-131559386	1.32E-188	1.511841618	0.128	0.015	3.63E-183	A17
chr2:156620825-156626947	1.53E-188	0.74535905	0.422	0.148	4.22E-183	A17
chr3:85274716-85275821	2.25E-188	1.061212177	0.239	0.053	6.20E-183	A17
chr4:140921413-140923152	3.87E-188	1.339516828	0.166	0.026	1.06E-182	A17
chr9:44087084-44088614	8.48E-188	0.842515209	0.348	0.104	2.34E-182	A17
chr10:81199170-81202720	1.02E-187	1.122375552	0.217	0.044	2.81E-182	A17
chr8:11705691-11706834	1.13E-186	1.346328119	0.158	0.024	3.11E-181	A17
chr8:81853066-81853533	1.14E-186	1.303589701	0.166	0.026	3.13E-181	A17
chr4:136688924-136691100	6.58E-186	0.864393222	0.329	0.094	1.81E-180	A17
chr2:114051066-114053609	1.43E-184	1.356948362	0.155	0.023	3.93E-179	A17
chr17:31727169-31730024	1.48E-183	0.823186554	0.353	0.109	4.07E-178	A17
chr5:113106647-113108982	2.21E-183	1.016156	0.252	0.059	6.10E-178	A17
chr8:93569223-93570493	4.64E-183	1.18453985	0.197	0.037	1.28E-177	A17
chr11:3524309-3531990	2.46E-182	0.783102302	0.376	0.12	6.78E-177	A17
chr1:134320389-134324785	1.21E-181	0.857841653	0.328	0.095	3.34E-176	A17
chr16:91265817-91266802	1.29E-181	1.242082412	0.177	0.03	3.54E-176	A17
chr4:34847809-34848569	2.51E-181	1.521748659	0.122	0.014	6.93E-176	A17
chr10:61226419-61227783	3.01E-181	0.906239004	0.29	0.075	8.30E-176	A17
chr5:64393096-64393916	2.42E-180	1.46205399	0.13	0.016	6.67E-175	A17
chr6:30359464-30360655	2.71E-180	1.171607148	0.192	0.036	7.46E-175	A17
chr2:163361942-163365867	6.69E-180	0.772554616	0.385	0.13	1.84E-174	A17
chr12:85542730-85544404	2.43E-179	1.711976749	0.101	0.009	6.68E-174	A17
chr8:87513492-87515182	9.50E-179	0.838062662	0.332	0.099	2.62E-173	A17
chr8:69131179-69136342	1.23E-178	0.766142995	0.374	0.12	3.38E-173	A17
chr7:118568761-118569713	1.44E-177	1.426992814	0.136	0.018	3.98E-172	A17
chr4:136713260-136714836	3.77E-177	1.387469561	0.15	0.022	1.04E-171	A17
chr15:79097545-79100465	2.12E-176	0.842008785	0.323	0.094	5.85E-171	A17
chr12:25474992-25475827	7.41E-176	1.385003471	0.141	0.02	2.04E-170	A17
chr8:95158372-95160072	1.10E-175	1.183894417	0.181	0.033	3.04E-170	A17
chr4:134796593-134798192	1.80E-174	1.118489132	0.203	0.041	4.95E-169	A17
chr16:24173848-24176534	2.25E-174	1.101805869	0.218	0.048	6.21E-169	A17
chr4:120732444-120735107	2.30E-173	1.245708394	0.17	0.029	6.33E-168	A17
chr11:67104510-67105387	7.03E-173	1.448320778	0.131	0.017	1.94E-167	A17
chr8:45884606-45886141	1.89E-172	1.048760511	0.221	0.048	5.20E-167	A17
chr3:89597891-89599217	3.93E-172	1.083541937	0.206	0.043	1.08E-166	A17
chr7:45614054-45617794	4.18E-172	0.862844157	0.304	0.086	1.15E-166	A17
chr11:97997381-98003722	1.20E-171	0.852725542	0.318	0.095	3.31E-166	A17
chr7:73371438-73372893	3.18E-171	1.126535335	0.199	0.04	8.77E-166	A17
chr14:69184515-69186033	1.57E-170	1.504321064	0.12	0.015	4.33E-165	A17
chr2:180376007-180377743	5.10E-170	1.609473375	0.104	0.011	1.40E-164	A17
chr4:119512382-119513466	2.02E-169	1.453350716	0.122	0.015	5.56E-164	A17
chr7:126251413-126252502	5.28E-169	1.421073938	0.128	0.017	1.45E-163	A17
chr2:27071075-27074022	1.44E-168	1.059337022	0.213	0.046	3.98E-163	A17
chr15:62211974-62212850	1.58E-168	1.083760317	0.209	0.044	4.34E-163	A17
chr1:135833405-135838926	2.00E-168	0.737407578	0.381	0.129	5.52E-163	A17
chr4:118040120-118041854	2.88E-168	0.951015177	0.251	0.062	7.93E-163	A17
chr16:10667921-10668879	5.25E-168	1.202929883	0.172	0.031	1.45E-162	A17
chr1:59417618-59419038	6.48E-168	1.451986248	0.124	0.016	1.79E-162	A17
chr10:81335915-81339015	3.19E-167	1.104850539	0.206	0.044	8.80E-162	A17
chr7:110285756-110290410	3.21E-167	0.586579394	0.515	0.217	8.84E-162	A17
chr11:59383709-59385697	1.27E-166	0.659343988	0.444	0.172	3.50E-161	A17
chr18:32440568-32443044	1.33E-166	0.80993607	0.324	0.098	3.67E-161	A17
chr16:13404551-13406338	1.63E-166	1.331923091	0.145	0.022	4.48E-161	A17
chr2:32044941-32046543	3.48E-166	1.281758211	0.148	0.023	9.58E-161	A17
chr10:84088704-84090015	4.59E-166	1.478153967	0.119	0.015	1.27E-160	A17
chr4:148904809-148911666	1.30E-165	0.933954578	0.259	0.067	3.57E-160	A17
chr7:27603945-27611355	1.39E-165	0.52145949	0.59	0.277	3.82E-160	A17
chr2:146167905-146169849	2.51E-165	0.909808474	0.273	0.073	6.91E-160	A17
chr8:122643305-122647426	3.39E-164	1.094002113	0.208	0.046	9.35E-159	A17
chr1:91349920-91351920	3.78E-164	0.763740538	0.362	0.123	1.04E-158	A17
chr12:32925894-32930467	5.39E-164	0.776533153	0.34	0.107	1.49E-158	A17
chr19:5709723-5712810	5.74E-164	0.853830987	0.302	0.088	1.58E-158	A17
chr1:180510281-180511177	6.53E-164	1.05810507	0.212	0.047	1.80E-158	A17
chr3:89601014-89601753	9.96E-164	1.536300577	0.112	0.013	2.75E-158	A17
chr16:24165145-24166285	2.75E-163	0.985360932	0.237	0.058	7.57E-158	A17
chr2:19553512-19554508	8.01E-163	1.237158701	0.166	0.03	2.21E-157	A17
chr17:87360582-87362473	8.08E-163	1.011541893	0.223	0.051	2.23E-157	A17
chr1:89636894-89638281	1.60E-162	1.174391758	0.173	0.032	4.40E-157	A17
chr15:99253719-99255877	2.15E-162	1.265572818	0.157	0.027	5.92E-157	A17
chr5:112895793-112896793	2.32E-162	1.208859738	0.172	0.032	6.40E-157	A17
chr1:177645371-177646709	2.79E-162	0.922633293	0.256	0.066	7.68E-157	A17
